Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
1.0,2.0,76.0,1,14.0,2,0,0,True,True,18917,0,False,1,2,0,2,18.0,2.29,109.88691202386238,2,371.95595
2.0,2.0,61.0,1,43.324884792626726,2,0,1,False,False,19000,2,False,2,2,1,1,18.0,4.9,130.47125245803457,0,199.58647
2.0,2.0,65.0,2,66.0,0,0,2,True,True,18977,3,False,1,0,2,0,6.0,2.67,151.14586398598766,0,68.37273
1.0,1.0,55.0,2,25.0,0,0,0,True,False,18596,0,False,1,2,1,1,6.0,2.16,109.7871387096835,0,51.55194
1.0,2.0,127.0,0,49.0,1,0,2,False,True,18392,2,False,2,2,2,0,13.0,3.45,151.4404328183253,1,250.08549
2.0,1.0,98.0,2,58.0,0,1,2,False,True,19439,0,False,1,1,1,1,6.0,3.44,151.30265062255447,1,120.47162
1.0,1.0,46.0,2,47.0,2,0,2,False,True,19335,3,False,2,1,1,1,18.0,3.04,151.05559289220676,0,74.88215
2.0,1.0,98.0,2,-1.0,0,1,0,False,True,19038,0,False,0,1,1,1,6.0,3.7,109.99143644824026,0,80.30705
1.0,2.0,128.0,2,18.0,0,0,2,False,False,18267,3,False,1,0,2,1,6.0,1.78,151.44518392852427,2,138.92372
2.0,1.0,96.0,0,59.0,0,0,0,False,True,18819,2,False,0,1,1,2,6.0,1.82,109.98193422784227,2,220.30766
2.0,1.0,64.0,0,42.0,0,0,2,False,True,19736,1,False,0,1,0,1,6.0,2.51,151.14111287578865,2,212.07088
2.0,2.0,121.0,2,43.324884792626726,2,0,1,True,False,19183,0,False,0,0,1,1,18.0,2.38,130.75631906997424,2,177.00025
1.0,1.0,26.0,0,43.324884792626726,0,0,2,False,False,18482,3,False,1,2,0,1,18.0,1.76,150.96057068822688,2,151.19209
1.0,1.0,37.0,1,55.0,0,0,1,False,False,19526,0,False,1,0,2,2,6.0,3.59,130.3572258132587,2,231.13587
1.0,1.0,59.0,0,69.0,1,0,0,True,False,18749,1,False,1,1,2,1,13.0,2.4,109.80614315047949,2,176.2335
1.0,1.0,39.0,2,47.0,0,0,2,False,True,18818,1,False,1,1,1,0,6.0,1.89,151.0223351208138,2,103.9781
1.0,1.0,31.0,0,63.0,0,0,1,False,True,18849,3,False,1,0,1,2,6.0,2.52,130.32871915206474,0,100.7381
3.0,1.0,145.0,0,43.324884792626726,0,1,0,False,True,19602,1,False,2,0,1,1,6.0,2.76,110.214738627593,2,388.03815
3.0,3.0,105.0,2,38.0,2,0,2,False,True,19302,0,False,2,2,2,0,18.0,3.0,151.33590839394742,2,196.95277
1.0,1.0,28.0,0,65.0,1,1,2,True,True,19533,0,False,2,0,1,1,13.0,1.78,150.97007290862487,2,198.01419
1.0,4.0,135.0,1,63.0,3,0,2,True,False,18349,3,False,1,1,2,0,30.0,3.49,151.47844169991725,0,304.88763
2.0,2.0,143.0,0,66.0,0,1,2,False,True,19096,3,False,2,1,0,0,6.0,2.26,151.51645058150922,2,297.86634
3.0,4.0,144.0,0,28.0,0,0,1,True,True,18336,3,False,1,1,1,1,6.0,2.34,130.8655946045511,1,320.38903
1.0,1.0,33.0,0,53.0,3,0,1,False,True,19537,1,False,0,2,2,2,30.0,2.3,130.33822137246273,0,160.87974
2.0,2.0,120.0,0,40.0,0,1,1,False,True,19575,2,False,2,0,2,0,6.0,4.18,130.75156795977523,0,226.27788
1.0,1.0,34.0,1,43.324884792626726,3,1,1,False,True,18501,3,False,1,2,2,1,30.0,2.4,130.34297248266174,2,344.9747
1.0,2.0,129.0,0,43.0,0,0,0,False,True,18861,2,False,1,2,1,1,6.0,3.49,110.13872086440908,2,364.13997
2.0,2.0,101.0,0,43.324884792626726,3,0,2,True,True,18702,1,False,1,1,1,1,30.0,1.47,151.31690395315144,0,220.70301
2.0,2.0,94.0,0,62.0,0,0,2,False,True,18541,2,False,1,2,2,1,6.0,3.15,151.28364618175848,2,249.5552
1.0,1.0,24.0,2,46.0,0,0,1,False,True,18590,2,False,1,1,2,0,6.0,4.38,130.29546138067178,1,69.84895
1.0,1.0,20.0,1,49.0,2,1,1,True,True,19597,0,False,2,0,2,1,18.0,3.49,130.2764569398758,0,163.92609
4.0,2.0,132.0,2,56.0,0,0,0,False,True,19213,0,False,0,0,0,0,6.0,2.6,110.15297419500607,2,150.93113
2.0,2.0,84.0,2,9.0,0,1,2,False,True,19751,1,False,1,2,1,0,6.0,1.65,151.23613507976853,1,125.40229
2.0,2.0,104.0,1,51.0,0,1,1,False,True,19462,1,False,1,2,1,1,6.0,1.98,130.67555019659133,2,438.77479
2.0,3.0,108.0,2,20.0,0,1,0,False,False,19354,0,False,1,1,1,2,6.0,3.23,110.0389475502302,1,106.63107
1.0,3.0,126.0,1,51.0,2,1,1,False,False,19135,1,False,0,1,0,2,18.0,2.38,130.7800746209692,0,298.99568
1.0,2.0,111.0,0,65.0,0,0,1,True,True,19395,1,False,2,1,1,0,6.0,2.39,130.70880796798428,1,369.35174
1.0,1.0,88.0,0,9.0,0,1,2,False,True,19066,3,False,1,1,2,1,6.0,2.91,151.2551395205645,0,147.91502
1.0,2.0,109.0,2,58.0,2,0,1,False,True,19301,2,False,1,0,1,1,18.0,4.43,130.6993057475863,2,199.2974
5.0,5.0,141.0,1,35.0,0,0,1,False,True,18691,1,False,1,2,1,0,6.0,1.01,130.85134127395412,0,386.099
1.0,1.0,45.0,0,4.0,0,1,2,False,False,19806,2,False,2,0,2,0,6.0,3.2,151.05084178200775,1,129.26516
1.0,2.0,82.0,0,70.0,3,1,1,False,True,19104,0,False,0,0,0,1,30.0,1.34,130.57102577221346,1,254.54426
3.0,3.0,122.0,0,45.0,0,0,1,False,True,18375,1,False,1,1,0,2,13.0,2.51,130.76107018017322,0,239.88802
1.0,1.0,132.0,0,31.0,0,0,1,False,True,19470,3,False,1,1,1,1,6.0,2.06,130.80858128216317,2,344.53039
1.0,1.0,17.0,0,19.0,1,0,2,False,True,18908,0,False,0,0,2,2,13.0,2.43,150.91781069643594,0,48.62686
1.0,1.0,98.0,1,42.0,3,0,2,False,False,18419,3,False,2,1,1,1,30.0,2.66,151.30265062255447,0,241.31969
3.0,3.0,103.0,0,66.0,0,0,1,True,False,19786,0,False,1,2,0,2,6.0,2.23,130.67079908639232,0,265.45853
3.0,2.0,122.0,0,23.0,0,0,0,False,True,18304,1,False,1,1,1,1,6.0,1.06,110.10546309301613,1,205.66026
1.0,1.0,78.0,2,68.0,3,0,1,False,True,19009,1,False,1,1,1,2,30.0,2.82,130.55202133141748,2,189.32537
1.0,1.0,62.0,0,22.0,0,0,1,False,True,19369,1,False,1,1,1,2,6.0,2.79,130.47600356823358,1,192.86668
1.0,3.0,106.0,1,36.0,0,1,1,False,False,19116,2,False,0,1,0,1,6.0,4.73,130.68505241698932,2,343.55746
3.0,1.0,127.0,0,50.0,0,0,1,True,True,19176,3,False,1,1,2,1,6.0,2.24,130.78482573116818,0,345.07634
1.0,2.0,74.0,0,57.0,0,0,2,False,True,19497,2,False,1,2,2,2,6.0,4.91,151.1886239777786,2,243.21791
1.0,1.0,21.0,2,45.0,0,0,2,True,True,19763,1,False,2,1,1,0,6.0,2.65,150.93681513723192,1,74.33539
2.0,2.0,117.0,2,35.0,0,0,1,True,True,19267,2,False,2,0,2,2,6.0,3.54,130.73731462917826,1,176.95716
1.0,3.0,124.0,1,45.0,0,0,2,False,True,18329,0,False,1,1,2,1,6.0,2.87,151.42617948772832,2,388.23637
2.0,2.0,60.0,1,28.0,0,0,0,True,False,18739,2,False,1,2,1,1,6.0,1.3,109.81089426067848,1,195.30491
2.0,1.0,74.0,1,61.0,0,0,1,False,False,19695,1,False,2,0,1,0,18.0,1.19,130.5330168906215,1,270.64079
1.0,3.0,117.0,2,40.0,0,0,1,False,True,18591,0,False,2,0,2,1,6.0,3.14,130.73731462917826,1,159.37873
2.0,1.0,65.0,1,62.0,2,0,1,False,True,18627,3,False,1,1,2,2,18.0,3.31,130.49025689883055,0,235.793
2.0,2.0,66.0,2,0.0,3,0,2,True,True,19280,2,False,1,1,0,1,30.0,4.63,151.15061509618664,2,184.94654
2.0,2.0,67.0,2,57.0,0,0,2,True,False,18376,1,False,1,0,2,2,6.0,2.66,151.15536620638565,2,112.07211
2.0,2.0,86.0,0,57.0,1,0,2,True,True,19003,3,False,2,1,0,1,13.0,2.14,151.24563730016652,1,129.49421
1.0,1.0,95.0,0,43.324884792626726,0,1,2,False,True,18908,0,False,2,1,0,1,6.0,2.24,151.2883972919575,1,178.29389
1.0,1.0,59.0,1,61.0,2,0,0,True,True,19422,2,False,1,1,2,1,18.0,3.44,109.80614315047949,0,191.80679
1.0,1.0,90.0,1,48.0,0,0,1,True,True,18471,1,False,1,2,1,2,6.0,1.97,130.6090346538054,0,254.27683
1.0,1.0,37.0,2,51.0,0,1,1,False,True,18269,1,False,1,0,2,1,6.0,1.9,130.3572258132587,0,47.92356
1.0,1.0,26.0,2,53.0,0,0,2,False,True,18627,3,False,1,1,2,1,6.0,2.45,150.96057068822688,1,68.82897
2.0,1.0,128.0,2,43.324884792626726,0,1,0,False,True,19338,2,False,1,1,1,1,6.0,2.48,110.13396975421009,1,119.64812
1.0,1.0,43.0,2,50.0,2,1,1,False,True,18389,0,False,1,1,2,0,18.0,2.38,130.38573247445268,0,74.75105
2.0,1.0,60.0,0,56.0,0,1,0,False,True,18961,3,False,1,2,2,0,6.0,2.46,109.81089426067848,2,196.17191
1.0,1.0,83.0,2,36.0,0,0,1,False,True,18544,1,False,1,0,2,0,6.0,1.38,130.57577688241244,1,119.33337
1.0,1.0,51.0,1,38.0,0,1,2,False,True,19133,1,False,2,1,2,2,6.0,2.96,151.07934844320172,2,299.41969
2.0,1.0,87.0,2,55.0,2,1,1,False,True,19544,2,False,1,1,1,0,18.0,2.17,130.59478132320842,0,118.3736
5.0,2.0,132.0,1,22.0,0,0,0,False,True,18528,2,False,0,1,2,1,6.0,1.82,110.15297419500607,0,246.71194
2.0,3.0,103.0,0,52.0,0,0,0,False,True,19493,2,False,1,1,1,2,6.0,1.36,110.01519199923523,2,255.39242
2.0,3.0,116.0,0,70.0,3,0,1,False,False,19237,3,False,0,1,0,1,30.0,1.69,130.73256351897925,2,311.32293
1.0,2.0,65.0,2,31.0,0,1,1,False,False,19752,2,False,0,2,0,0,6.0,2.66,130.49025689883055,1,91.36751
1.0,1.0,31.0,2,49.0,0,0,2,False,True,18371,0,False,2,1,1,1,6.0,2.11,150.98432623922184,1,71.46134
1.0,2.0,142.0,0,56.0,0,1,2,True,True,18512,0,False,0,1,2,2,6.0,3.77,151.5116994713102,1,254.6641
1.0,1.0,91.0,0,54.0,3,0,2,False,False,18676,1,False,0,2,1,2,30.0,2.87,151.2693928511615,1,211.33658
3.0,1.0,117.0,2,35.0,2,0,0,False,True,18707,2,False,2,2,2,2,18.0,2.29,110.08170754202115,0,122.34682
1.0,1.0,36.0,2,66.0,0,0,1,True,False,19240,1,False,2,1,0,2,6.0,1.02,130.35247470305973,1,74.49589
1.0,1.0,49.0,0,45.0,0,0,1,True,True,19519,2,False,2,2,2,2,6.0,3.34,130.41423913564665,0,147.07551
1.0,1.0,43.0,2,37.0,0,0,0,False,True,19811,3,False,0,1,1,1,6.0,2.32,109.73012538729557,0,43.35417
3.0,3.0,128.0,1,58.0,1,0,1,True,True,19748,0,False,2,2,2,0,13.0,2.83,130.7895768413672,0,410.6043
1.0,3.0,101.0,0,9.0,0,0,2,False,True,19338,2,False,2,2,1,0,6.0,1.47,151.31690395315144,1,229.97021
1.0,1.0,40.0,0,33.0,3,1,1,True,True,18265,0,False,1,1,1,2,30.0,2.8,130.3714791438557,1,216.60641
2.0,1.0,64.0,0,50.0,2,1,0,True,True,19696,1,False,1,1,1,1,18.0,1.21,109.82989870147446,0,145.54181
3.0,2.0,102.0,0,52.0,2,0,0,False,False,18851,3,False,1,1,0,1,18.0,2.66,110.01044088903623,2,221.0692
1.0,2.0,77.0,0,38.0,0,0,1,False,True,18429,0,False,0,2,2,1,6.0,1.85,130.54727022121847,0,152.93222
4.0,5.0,136.0,2,65.0,2,1,1,False,False,19188,3,False,1,1,0,0,18.0,3.27,130.82758572295913,0,143.72133
2.0,2.0,83.0,2,46.0,0,0,0,True,True,19555,3,False,1,1,1,0,6.0,2.58,109.92016979525535,1,108.39461
1.0,1.0,109.0,2,36.0,0,0,1,False,True,18802,1,False,1,2,2,0,6.0,1.63,130.6993057475863,2,179.10788
3.0,1.0,125.0,0,40.0,0,0,2,False,True,18386,3,False,2,1,2,1,6.0,2.05,151.4309305979273,2,287.57095
2.0,2.0,100.0,0,36.0,2,0,1,False,False,19408,1,False,2,1,0,1,18.0,1.53,130.65654575579535,2,391.29628
2.0,2.0,95.0,2,47.0,0,0,0,True,False,18984,0,False,2,0,1,0,6.0,1.54,109.97718311764328,2,118.3709
1.0,2.0,81.0,0,47.0,3,0,2,False,False,19479,0,False,1,1,2,1,30.0,3.43,151.22188174917156,0,172.15148
2.0,1.0,86.0,1,48.0,0,0,2,False,True,19129,2,False,2,1,0,2,6.0,3.13,151.24563730016652,0,196.04302
1.0,1.0,78.0,1,46.0,0,0,1,False,False,19142,2,False,1,1,2,1,6.0,1.8,130.55202133141748,0,180.47539
1.0,1.0,58.0,0,42.0,0,1,1,False,False,19381,3,False,0,2,1,2,6.0,2.46,130.4569991274376,2,268.14479
3.0,2.0,113.0,0,53.0,0,0,2,False,False,19464,3,False,2,1,0,0,6.0,2.46,151.37391727553938,1,188.58824
1.0,1.0,42.0,1,43.324884792626726,0,1,0,False,True,19452,1,False,0,0,2,2,6.0,1.6,109.72537427709658,2,230.38905
5.0,2.0,130.0,0,49.0,0,0,2,False,True,18388,0,False,0,1,0,1,18.0,2.83,151.4546861489223,2,313.71622
2.0,2.0,80.0,0,60.0,0,0,0,False,True,18502,1,False,2,1,1,1,6.0,2.9,109.90591646465836,0,112.0061
1.0,1.0,26.0,2,62.0,0,0,1,False,False,18590,3,False,2,1,1,2,6.0,3.35,130.30496360106977,1,62.52629
1.0,1.0,57.0,1,45.0,0,0,1,False,False,19381,3,False,1,2,1,1,6.0,2.43,130.4522480172386,1,210.01202
1.0,1.0,69.0,1,52.0,3,0,0,False,True,19229,1,False,1,1,2,0,30.0,2.65,109.85365425246943,1,296.60456
2.0,1.0,62.0,1,13.0,2,0,2,False,True,18761,0,False,0,2,2,1,18.0,2.56,151.13161065539066,1,286.68171
3.0,1.0,114.0,0,18.0,0,0,1,False,True,19503,2,False,0,0,0,1,6.0,2.92,130.72306129858126,2,439.63775
1.0,1.0,29.0,2,51.0,2,0,0,False,True,19581,1,False,2,1,0,2,18.0,1.29,109.66360984450966,1,91.91269
1.0,1.0,104.0,2,44.0,3,0,0,True,True,18854,2,False,2,1,1,2,30.0,3.65,110.01994310943422,0,129.30496
1.0,1.0,45.0,1,52.0,0,0,2,False,True,18803,0,False,1,0,1,1,6.0,2.05,151.05084178200775,1,177.27665
1.0,1.0,40.0,0,-18.0,3,0,1,False,True,18374,2,False,0,1,1,1,30.0,4.47,130.3714791438557,1,116.07669
2.0,1.0,112.0,0,43.324884792626726,0,1,2,False,True,18995,1,False,0,1,0,0,6.0,2.32,151.36916616534037,1,190.05984
1.0,2.0,108.0,0,51.0,0,0,0,False,True,19246,2,False,1,0,1,1,6.0,4.68,110.0389475502302,2,233.35017
1.0,1.0,83.0,0,51.0,0,0,1,False,True,18891,2,False,2,1,0,1,6.0,4.43,130.57577688241244,2,252.34981
1.0,1.0,36.0,2,61.0,0,0,2,True,False,18345,3,False,2,1,1,2,6.0,1.91,151.0080817902168,0,43.82441
1.0,3.0,108.0,1,42.0,3,0,0,True,True,19129,0,False,1,2,2,1,30.0,1.94,110.0389475502302,1,397.38403
2.0,1.0,96.0,2,5.0,0,0,2,False,False,18952,3,False,1,1,2,2,30.0,2.68,151.29314840215648,2,168.41756
1.0,2.0,125.0,2,43.324884792626726,0,0,1,False,False,19707,0,False,1,2,1,1,6.0,2.27,130.7753235107702,0,110.8619
2.0,2.0,123.0,2,55.0,0,0,0,True,True,19203,0,False,1,0,1,1,6.0,1.54,110.11021420321511,2,157.61555
1.0,1.0,40.0,0,25.0,0,0,2,True,True,18844,0,False,1,0,1,1,6.0,3.19,151.0270862310128,0,88.43567
2.0,1.0,59.0,2,43.324884792626726,0,1,1,True,True,19067,1,False,1,0,0,2,6.0,1.17,130.46175023763658,1,104.30021
2.0,2.0,99.0,0,55.0,0,0,1,True,True,18441,0,False,0,1,1,2,6.0,2.8,130.65179464559634,1,238.31858
2.0,2.0,72.0,0,67.0,0,1,0,False,True,19503,0,False,2,2,2,1,6.0,3.72,109.86790758306641,0,123.46958
3.0,1.0,99.0,0,44.0,0,1,0,True,False,19107,3,False,1,0,2,0,6.0,3.06,109.99618755843926,2,203.16892
1.0,1.0,53.0,2,21.0,0,1,2,False,True,18895,1,False,0,1,1,2,6.0,2.82,151.08885066359971,1,90.07284
4.0,4.0,140.0,2,54.0,2,0,2,False,False,18431,3,False,1,0,2,1,18.0,2.0,151.50219725091222,0,120.95678
1.0,1.0,20.0,0,43.324884792626726,0,0,1,False,False,18308,3,False,1,1,1,2,6.0,1.65,130.2764569398758,2,129.40159
2.0,2.0,68.0,0,37.0,0,0,2,False,False,18850,1,False,2,2,2,2,6.0,1.0,151.16011731658463,1,160.21089
1.0,2.0,75.0,0,56.0,2,0,2,True,True,18535,3,False,2,1,2,1,18.0,2.2,151.19337508797759,0,171.38776
2.0,1.0,104.0,0,34.0,1,0,0,True,False,19761,1,False,1,1,1,2,13.0,1.75,110.01994310943422,0,209.44499
2.0,1.0,67.0,0,40.0,2,0,2,False,True,18741,1,False,2,2,0,2,18.0,2.26,151.15536620638565,2,257.89198
1.0,1.0,74.0,0,51.0,2,0,0,False,True,19064,0,False,2,1,2,1,18.0,1.54,109.8774098034644,1,193.95195
2.0,1.0,129.0,0,40.0,0,0,1,False,True,18329,2,False,0,2,1,2,6.0,2.51,130.79432795156617,0,223.93528
1.0,2.0,100.0,1,70.0,0,0,2,False,False,18980,2,False,1,0,1,0,6.0,1.71,151.31215284295246,0,153.51137
2.0,2.0,91.0,0,62.0,0,0,1,False,True,18617,1,False,0,0,0,1,6.0,1.95,130.6137857640044,1,200.47126
1.0,1.0,38.0,0,43.324884792626726,0,0,1,False,False,18300,1,False,1,1,1,0,6.0,2.04,130.36197692345772,2,139.26567
1.0,1.0,31.0,2,47.0,0,0,2,False,True,19174,3,False,2,1,0,1,6.0,3.26,150.98432623922184,2,101.51808
1.0,2.0,66.0,0,43.324884792626726,0,1,1,True,False,19090,0,False,1,2,1,2,6.0,2.27,130.49500800902953,2,209.01239
1.0,2.0,68.0,0,22.0,2,0,1,False,False,19628,2,False,2,2,1,2,18.0,1.22,130.50451022942752,0,239.41815
1.0,1.0,40.0,2,33.0,0,1,0,True,True,19450,0,False,2,1,0,1,30.0,3.0,109.7158720566986,0,92.06353
2.0,3.0,147.0,2,42.0,3,0,1,False,True,19502,1,False,0,0,2,2,30.0,2.3,130.87984793514806,0,204.63713
2.0,2.0,63.0,0,59.0,0,0,1,True,True,18915,2,False,1,2,1,1,6.0,2.43,130.48075467843256,0,88.72876
4.0,5.0,144.0,0,35.0,0,0,2,True,True,19156,1,False,1,0,1,1,6.0,2.86,151.5212016917082,0,240.63634
1.0,2.0,75.0,2,23.0,0,0,1,False,False,18994,3,False,1,2,1,1,6.0,2.57,130.5377680008205,1,104.73835
2.0,2.0,92.0,0,71.0,1,0,1,False,False,18800,0,False,1,1,0,2,13.0,1.49,130.6185368742034,1,193.51487
2.0,2.0,90.0,2,0.0,0,0,1,False,False,19373,3,False,2,2,2,0,6.0,2.54,130.6090346538054,0,101.1164
2.0,2.0,125.0,1,44.0,0,0,2,True,True,18762,0,False,1,1,1,1,6.0,2.03,151.4309305979273,0,269.99713
2.0,2.0,88.0,0,54.0,0,0,2,False,True,19149,3,False,2,1,1,1,6.0,2.67,151.2551395205645,2,250.62453
1.0,1.0,53.0,1,52.0,1,0,2,False,True,18743,3,False,2,1,2,1,13.0,1.6,151.08885066359971,0,164.66335
5.0,3.0,140.0,1,49.0,2,0,2,False,False,19468,3,False,2,2,2,1,18.0,2.94,151.50219725091222,0,323.64656
1.0,1.0,141.0,2,43.324884792626726,0,0,2,False,False,19430,0,False,2,1,2,1,6.0,3.66,151.5069483611112,2,152.29536
2.0,1.0,105.0,0,29.0,1,1,0,False,True,18857,1,False,1,2,2,1,13.0,2.22,110.02469421963322,2,266.72218
1.0,1.0,49.0,0,57.0,0,1,1,False,False,19663,0,False,1,1,2,0,6.0,3.27,130.41423913564665,2,179.02299
1.0,2.0,118.0,1,62.0,0,0,2,True,True,18328,1,False,1,0,2,2,6.0,1.21,151.39767282653435,2,385.56389
1.0,2.0,106.0,1,41.0,1,1,2,False,False,19283,3,False,2,0,1,0,13.0,1.69,151.3406595041464,2,327.22381
1.0,3.0,124.0,1,21.0,0,0,2,True,False,19657,2,False,2,1,0,1,6.0,1.52,151.42617948772832,0,244.81562
1.0,1.0,26.0,0,43.324884792626726,0,1,1,True,True,18643,0,False,1,2,1,1,6.0,1.39,130.30496360106977,2,174.59285
1.0,1.0,41.0,1,55.0,0,0,1,True,True,18723,2,False,2,1,1,1,6.0,2.05,130.3762302540547,2,286.56117
1.0,4.0,145.0,0,57.0,0,0,0,True,True,19783,0,False,0,1,0,2,18.0,2.08,110.214738627593,0,226.64546
1.0,2.0,145.0,2,38.0,2,0,1,True,True,18283,3,False,0,2,1,1,18.0,2.41,130.8703457147501,2,229.8035
1.0,1.0,20.0,0,57.0,1,0,1,True,True,19180,2,False,1,1,1,1,13.0,4.28,130.2764569398758,2,195.40573
1.0,1.0,48.0,2,50.0,2,0,1,True,False,18599,2,False,2,0,1,1,18.0,1.82,130.40948802544764,1,95.92984
2.0,2.0,112.0,1,69.0,0,0,0,True,True,19434,2,False,2,2,2,1,6.0,4.27,67.2,0,246.09376
2.0,1.0,110.0,1,63.0,0,1,1,False,True,19177,2,False,1,2,0,0,6.0,1.35,174.4,0,259.71566
2.0,1.0,88.0,0,52.0,0,0,2,True,True,19529,1,False,2,1,1,1,6.0,2.95,88.0,1,206.43183
2.0,1.0,65.0,1,57.0,0,1,2,False,True,19715,2,False,1,1,2,1,6.0,4.26,64.0,0,158.26072
2.0,2.0,77.0,2,43.0,0,1,0,True,True,18809,0,False,1,1,0,1,6.0,2.73,45.6,0,66.69446
2.0,2.0,92.0,0,24.0,0,1,1,True,False,19586,0,False,2,1,0,2,6.0,1.54,147.2,0,170.18799
2.0,1.0,114.0,2,43.324884792626726,0,1,0,False,True,19764,3,False,1,0,1,1,6.0,1.75,67.2,2,140.81174
1.0,3.0,120.0,2,52.0,0,0,0,True,True,19653,0,False,0,1,1,1,6.0,2.02,72.0,1,128.85314
3.0,1.0,139.0,2,28.0,0,1,2,False,True,19274,2,False,1,0,1,1,6.0,3.1,139.0,2,184.37198
2.0,2.0,72.0,1,17.0,2,0,1,False,True,18263,2,False,1,1,1,1,18.0,4.54,116.8,0,254.46161
2.0,2.0,80.0,0,36.0,1,0,0,True,True,18940,0,False,2,2,1,0,13.0,1.87,47.4,0,90.51519
1.0,1.0,50.0,2,28.0,1,0,2,False,True,18450,3,False,1,1,1,2,13.0,2.81,49.0,0,67.16359
1.0,1.0,34.0,2,51.0,0,1,0,True,True,19024,0,False,2,1,0,0,6.0,3.31,19.2,0,39.72991
1.0,1.0,23.0,2,43.0,0,0,1,False,True,18366,3,False,1,1,1,0,6.0,3.21,38.4,0,36.12811
1.0,1.0,95.0,1,26.0,0,1,0,True,True,18389,3,False,0,0,1,1,18.0,2.93,57.6,2,357.57389
2.0,3.0,141.0,0,51.0,0,0,0,False,True,18754,0,False,2,1,2,1,6.0,3.35,84.0,2,289.90447
2.0,2.0,98.0,0,44.0,0,0,1,False,True,19658,2,False,1,2,1,1,6.0,3.53,155.2,2,184.01566
3.0,1.0,133.0,0,65.0,2,1,1,False,True,19154,0,False,2,0,2,1,18.0,1.56,211.2,1,316.9648
1.0,1.0,33.0,0,25.0,1,1,1,False,True,19436,3,False,0,2,1,2,13.0,1.66,52.8,2,307.66075
1.0,1.0,21.0,0,31.0,0,0,0,True,True,18746,0,False,1,0,1,0,6.0,3.3,12.6,0,54.68688
2.0,1.0,91.0,0,44.0,1,1,1,True,True,18390,3,False,1,2,1,0,13.0,2.72,142.4,2,397.33638
1.0,3.0,111.0,1,50.0,0,0,1,False,True,19369,3,False,0,0,2,1,6.0,2.99,179.2,1,373.57315
2.0,2.0,79.0,1,43.324884792626726,2,0,0,False,False,19794,1,False,2,1,0,0,18.0,1.91,46.8,1,220.73056
1.0,1.0,55.0,0,20.0,1,0,0,False,False,19418,2,False,1,1,1,1,13.0,3.9,31.8,1,188.96531
1.0,1.0,29.0,0,54.0,0,0,0,False,False,19115,1,False,0,2,1,1,6.0,2.06,16.8,0,46.85627
1.0,1.0,31.0,1,52.0,0,0,1,True,False,18518,0,False,2,2,1,2,6.0,2.43,51.2,1,177.93333
1.0,1.0,22.0,0,40.0,0,0,2,False,True,19796,3,False,0,1,1,0,6.0,2.96,24.0,0,52.92772
1.0,3.0,109.0,0,36.0,2,0,0,True,True,19126,0,False,0,2,1,2,18.0,3.3,64.8,2,181.65009
1.0,1.0,68.0,0,35.0,0,0,0,False,True,19052,2,False,2,0,1,1,6.0,3.34,40.2,2,119.76785
2.0,1.0,72.0,0,55.0,0,0,1,True,True,19068,0,False,1,2,2,2,6.0,1.51,116.8,2,274.64719
1.0,1.0,38.0,0,43.324884792626726,2,1,1,False,True,19357,3,False,2,1,1,2,18.0,3.02,60.8,2,228.90124
2.0,2.0,103.0,0,45.0,0,0,2,False,False,18481,0,False,1,1,0,2,6.0,2.01,101.0,0,125.78229
3.0,1.0,149.0,0,38.0,1,0,2,False,True,19727,1,False,1,0,0,2,13.0,1.05,148.0,0,240.27178
1.0,2.0,82.0,1,3.0,0,0,0,False,True,18528,0,False,0,1,1,2,6.0,3.72,49.2,2,306.37479
2.0,1.0,85.0,2,41.0,0,1,1,False,True,18549,0,False,0,2,1,1,6.0,1.93,137.6,1,123.31358
1.0,1.0,48.0,1,44.0,0,1,2,False,True,18943,1,False,0,1,1,2,6.0,1.34,48.0,0,121.72138
1.0,1.0,93.0,1,43.324884792626726,0,0,0,True,True,19504,0,False,1,1,0,1,6.0,3.77,55.8,0,172.8451
1.0,1.0,108.0,1,25.0,0,0,2,True,False,18485,1,False,1,0,2,1,6.0,2.13,107.0,2,308.50126
1.0,1.0,46.0,0,42.0,2,0,0,False,True,19660,2,False,1,1,2,1,18.0,2.44,27.6,0,120.21745
1.0,2.0,124.0,0,46.0,3,0,2,False,True,19145,2,False,1,0,0,2,30.0,2.83,124.0,2,352.69343
2.0,1.0,91.0,0,39.0,0,0,2,True,True,19539,3,False,1,0,1,1,6.0,1.62,92.0,2,156.49673
2.0,2.0,103.0,1,43.324884792626726,2,1,1,True,False,18947,2,False,1,1,0,1,18.0,3.67,166.4,0,255.58817
1.0,1.0,87.0,1,43.324884792626726,0,0,2,False,True,19777,3,False,0,0,2,1,6.0,3.4,86.0,1,236.34511
1.0,3.0,111.0,0,50.0,0,0,0,True,True,18584,0,False,1,0,0,0,6.0,3.32,66.0,0,83.93666
1.0,1.0,57.0,0,31.0,3,1,1,True,True,19010,2,False,0,1,2,1,30.0,3.7,92.8,1,351.51918
1.0,1.0,124.0,2,68.0,0,0,0,False,True,18645,1,False,1,1,2,0,6.0,1.4,73.8,2,140.86082
