Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
2,2,94,1,62,0,0,0,0,1,18541,0,0,1,2,2,1,6,3.15,,2,249.5552
,2,89,0,,0,0,1,0,1,19647,0,0,1,0,1,1,6,3.31,,1,64.97834
1,1,24,0,46,0,0,2,0,1,18590,0,0,1,1,2,0,6,4.38,,0,69.84895
,2,124,1,46,3,0,0,0,1,19145,0,0,1,0,0,2,30,2.83,124.0,2,352.69343
2,,77,,36,2,0,2,0,1,19612,2,0,1,1,1,0,18,1.97,,1,274.71452
1,,,1,54,0,,2,0,1,18450,1,0,2,2,2,2,6,1.7,211.2,0,301.07468
1,,22,2,68,2,1,2,1,1,19698,2,0,1,1,1,1,18,2.62,35.2,2,302.3701
1,,58,2,0,,0,0,0,1,18978,1,0,2,1,1,0,18,2.06,59.0,1,205.05907
1,2,,,54,0,0,1,0,1,18399,0,0,2,2,2,0,6,4.04,,2,313.64935
,1,91,,39,0,0,0,1,1,19539,1,0,1,0,1,1,6,1.62,92.0,2,156.49673
,,113,2,4,0,0,1,0,1,18566,3,0,0,1,0,2,6,2.75,67.8,1,198.58693
1,,23,2,54,3,0,1,1,1,19316,3,0,1,1,0,1,30,3.42,14.4,2,322.2097
1,1,20,2,49,2,1,2,1,1,19597,3,0,2,0,2,1,18,3.49,,1,163.92609
4,2,132,0,56,,0,1,0,1,19213,3,0,0,0,0,0,6,2.6,,2,150.93113
,,39,0,22,3,0,2,0,1,19527,0,0,1,0,1,2,30,1.96,,1,102.00695
,,143,1,,0,,2,1,1,19765,1,0,0,2,1,1,6,2.75,,0,314.66011
5,,143,2,54,0,1,2,0,1,18770,1,0,0,0,2,1,6,3.18,225.6,0,436.02942
1,,49,0,45,0,0,0,0,1,18316,3,0,0,2,2,2,6,1.43,51.0,2,117.23167
5,,132,,,0,0,1,1,1,19018,2,0,1,1,1,1,6,1.38,,2,164.95859
,,70,2,63,3,1,2,0,1,18908,0,0,0,1,1,0,30,2.51,110.4,1,262.51785
5,3,131,0,66,2,0,1,0,0,19542,3,0,0,0,0,1,18,3.23,79.2,0,125.53585
2,5,135,0,,0,0,1,1,0,18343,1,0,0,2,1,2,6,2.33,80.4,0,113.45225
2,2,84,0,9,0,1,0,0,1,19751,2,0,1,2,1,0,6,1.65,,0,125.40229
,2,103,2,,2,1,2,1,0,18947,0,0,1,1,0,1,18,3.67,166.4,1,255.58817
,1,98,2,43,0,0,2,0,1,18311,3,0,0,2,0,0,6,2.32,,0,298.814
1,,19,1,57,2,0,1,0,1,19735,1,0,2,1,1,1,18,3.31,,1,92.02763
1,1,148,0,67,1,0,2,1,1,19168,2,0,1,1,1,1,13,2.18,236.8,0,197.56165
5,3,138,2,35,1,0,0,0,1,19641,,0,2,0,1,2,13,3.26,139.0,1,357.31737
,2,136,2,55,2,0,0,1,0,19471,2,0,2,1,2,2,18,2.62,,1,310.68581
1,,56,1,67,,0,1,1,1,18916,0,0,1,0,1,2,6,2.96,33.0,0,138.71236
2,2,104,2,51,0,1,2,0,1,19462,2,0,1,2,1,1,6,1.98,,2,438.77479
1,,107,2,59,2,0,1,1,1,19107,1,0,1,0,2,1,18,3.07,,0,321.40182
2,3,108,0,20,0,1,1,0,0,19354,3,0,1,1,1,2,6,3.23,,0,106.63107
,,140,,26,2,1,1,0,1,18657,1,0,2,1,2,2,18,2.77,,0,172.89109
1,1,,2,27,,0,2,1,1,18563,2,0,0,1,1,1,6,1.37,,2,260.3479
1,,138,1,56,0,,2,0,1,19605,2,0,2,0,2,1,6,2.25,,1,256.6199
,1,87,2,,0,0,0,0,1,19777,1,0,0,0,2,1,6,3.4,86.0,0,236.34511
3,,112,,55,2,0,1,1,1,19803,2,0,2,0,1,0,18,1.39,,2,304.12634
1,1,123,,46,0,1,0,0,1,18850,1,0,2,1,1,2,6,3.3,123.0,1,181.47853
1,3,126,2,51,2,,2,0,0,19135,2,0,0,1,0,2,18,2.38,,1,298.99568
,,74,2,71,0,0,0,0,1,19026,0,0,2,2,0,0,6,2.43,,0,232.17781
1,2,111,,65,,0,2,1,1,19395,2,0,2,1,1,0,6,2.39,,0,369.35174
,2,90,,,1,0,1,0,0,19067,0,0,1,1,2,2,13,1.84,,2,306.56834
2,,138,0,71,3,1,1,0,1,18550,1,0,1,1,2,2,30,2.24,82.8,2,205.56615
1,1,75,,48,0,0,2,1,1,18634,2,0,1,2,2,0,6,1.61,121.6,0,124.02127
,1,24,0,65,0,0,1,1,1,18325,0,0,1,1,0,2,6,2.12,,1,34.24193
1,1,88,1,9,0,1,0,0,1,19066,1,0,1,1,2,1,6,2.91,,1,147.91502
1,,48,2,19,,0,2,1,1,18266,2,0,2,0,1,2,6,2.0,,0,238.47084
,1,54,,62,0,0,2,1,0,19770,3,0,1,1,1,1,6,1.9,,2,275.49357
,,49,0,14,0,1,2,1,1,18763,1,0,0,0,1,1,6,1.8,81.6,0,99.21635
,,69,2,59,2,,1,0,0,18277,0,0,1,0,1,0,18,2.87,,0,182.83485
2,1,60,,57,0,1,1,1,1,18650,0,0,1,2,2,1,6,4.57,36.0,1,108.57208
5,,143,2,53,2,0,1,0,0,19727,0,0,1,1,1,2,18,3.98,,1,283.15881
,2,84,1,55,,0,2,0,1,19505,3,0,1,2,0,1,18,3.21,,0,251.62249
,,48,2,53,3,0,1,0,1,19626,2,0,0,0,1,2,30,3.06,,1,195.15144
1,1,28,2,58,2,0,0,0,0,18845,1,0,2,1,1,2,18,3.0,27.0,2,239.249
1,,63,1,43,2,,1,0,1,18867,0,0,0,0,1,1,18,3.21,,1,112.60657
,3,111,,50,0,0,1,1,1,18584,3,0,1,0,0,0,6,3.32,66.0,1,83.93666
,,96,1,,2,,0,1,1,18476,2,0,1,0,2,1,18,1.78,,2,273.04537
,,88,1,,0,0,0,0,0,19358,1,0,1,2,1,2,6,3.43,,2,204.64068
2,2,109,1,61,0,0,1,1,1,19347,2,0,1,2,1,1,6,1.25,65.4,2,261.48013
1,2,109,0,58,2,0,2,0,1,19301,0,0,1,0,1,1,18,4.43,,2,199.2974
5,5,141,2,35,0,0,2,0,1,18691,2,0,1,2,1,0,6,1.01,,1,386.099
1,1,42,,55,3,1,0,0,0,19495,3,0,1,1,1,0,30,1.8,41.0,1,70.74257
2,2,122,2,46,2,0,2,1,1,18683,3,0,1,1,0,0,18,2.52,195.2,0,421.08151
3,2,126,1,70,2,0,0,0,0,19667,3,0,1,0,2,0,18,2.26,127.0,1,185.02238
1,,139,1,33,3,0,0,0,1,18566,1,0,2,1,1,2,30,2.28,140.0,1,278.17436
1,1,45,1,4,0,1,0,0,0,19806,0,0,2,0,2,0,6,3.2,,0,129.26516
1,2,145,0,38,2,0,2,1,1,18283,,0,0,2,1,1,18,2.41,,2,229.8035
,,88,1,64,0,0,1,0,0,18832,0,0,1,0,1,2,6,2.91,52.8,0,134.34869
1,1,53,1,,0,,2,1,1,19708,0,0,1,1,1,1,6,2.26,83.2,2,217.89522
1,2,82,1,70,3,1,2,0,1,19104,3,0,0,0,0,1,30,1.34,,0,254.54426
1,,30,2,31,1,0,1,1,1,18712,2,0,2,0,1,1,13,2.16,18.0,2,269.06631
2,1,96,1,45,1,0,2,1,1,19574,1,0,0,1,1,0,13,2.01,155.2,2,312.75705
,1,57,,31,3,1,2,1,1,19010,0,0,0,1,2,1,30,3.7,92.8,0,351.51918
3,3,122,,45,,0,2,0,1,18375,2,0,1,1,0,2,13,2.51,,1,239.88802
1,1,132,1,31,0,0,2,0,1,19470,1,0,1,1,1,1,6,2.06,,2,344.53039
1,1,17,,19,1,0,0,0,1,18908,3,0,0,0,2,2,13,2.43,,1,48.62686
2,,102,0,58,1,0,2,0,1,19507,2,0,1,1,2,1,13,2.87,163.2,1,134.72719
1,,26,1,54,2,0,1,0,1,18724,3,0,2,1,2,2,18,1.98,15.6,0,153.21907
,,23,2,47,3,0,0,0,0,19551,3,0,1,1,0,2,30,3.74,,2,273.01928
,1,35,2,58,2,0,1,0,1,19206,2,0,2,0,0,2,18,1.65,,2,279.22659
1,1,87,2,,3,0,1,1,1,19201,3,0,1,1,1,0,30,1.95,51.6,1,240.66786
1,1,53,,53,2,0,1,1,1,19369,2,0,0,1,0,2,18,2.49,30.6,1,119.73483
1,1,98,2,42,3,0,0,0,0,18419,1,0,2,1,1,1,30,2.66,,1,241.31969
,1,124,0,68,0,0,1,0,1,18645,2,0,1,1,2,0,6,1.4,73.8,2,140.86082
,,38,1,17,0,0,2,1,1,19746,3,0,2,1,1,1,6,3.69,,1,119.61962
3,3,103,,66,0,0,2,1,0,19786,3,0,1,2,0,2,6,2.23,,1,265.45853
,,43,2,36,2,,0,0,1,19197,1,0,0,2,1,2,18,1.69,43.0,1,176.45573
,3,112,0,,2,0,2,0,1,18881,3,0,0,1,2,1,18,3.14,179.2,2,211.94804
,5,142,0,52,,1,0,0,1,19161,2,0,0,0,1,2,13,1.59,,1,141.36646
,,65,0,,0,1,0,0,0,19619,0,0,1,2,1,2,6,4.94,,2,113.84749
,,117,1,33,0,1,0,0,0,18623,3,0,0,0,0,0,6,2.58,117.0,2,205.18032
1,,20,,69,0,1,0,1,1,19390,2,0,2,0,1,1,6,2.61,21.0,2,234.90466
,1,44,,58,0,0,2,0,1,18485,0,0,1,1,1,0,6,2.43,,0,188.65844
3,2,122,,23,0,0,1,0,1,18304,2,0,1,1,1,1,6,1.06,,0,205.66026
1,1,78,0,68,3,0,2,0,1,19009,2,0,1,1,1,2,30,2.82,,2,189.32537
1,,57,0,34,0,0,2,1,0,18766,3,0,1,1,2,2,6,1.55,89.6,0,94.79831
1,1,62,1,22,0,0,2,0,1,19369,2,0,1,1,1,2,6,2.79,,0,192.86668
,1,68,1,31,0,0,0,1,1,19258,0,0,2,1,0,0,6,1.71,67.0,2,228.47969
1,3,106,2,36,0,1,2,0,0,19116,0,0,0,1,0,1,6,4.73,,2,343.55746
,,149,1,60,,1,0,0,1,18508,3,0,0,2,1,1,6,3.51,,1,212.70892
3,3,105,0,35,,0,2,1,1,18682,3,0,1,0,0,1,13,3.05,166.4,0,162.44479
1,2,107,2,,2,0,2,0,1,19671,2,0,2,1,0,2,18,1.25,171.2,2,479.65941
2,,71,1,52,3,0,0,0,1,18885,3,0,1,1,1,1,30,2.09,71.0,1,184.34639
4,5,146,2,38,0,0,1,0,1,19602,0,0,1,1,0,1,6,4.18,87.0,1,281.88428
1,,46,2,33,1,1,2,0,0,19802,0,0,1,1,0,1,13,4.6,,0,208.14683
1,,53,1,54,2,1,0,1,0,19486,1,0,1,0,1,1,18,1.61,,0,157.96696
,3,137,1,10,2,0,2,0,1,19149,1,0,2,1,0,1,18,3.39,217.6,2,407.1443
3,3,108,,6,0,1,1,0,1,19482,2,0,2,1,2,1,6,2.44,65.4,1,249.23883
3,,136,,32,2,0,2,1,1,18631,2,0,1,0,2,0,18,2.45,,2,398.00244
1,1,46,1,61,2,1,0,1,1,18682,2,0,2,1,0,2,18,1.83,45.0,1,127.21809
,1,50,1,53,1,0,0,0,1,18938,3,0,1,1,1,1,13,2.41,50.0,0,155.81411
3,1,127,,50,0,0,2,1,1,19176,1,0,1,1,2,1,6,2.24,,1,345.07634
2,,97,0,45,,1,1,0,1,18409,0,0,2,0,2,1,30,4.3,,1,112.87251
,,107,0,8,1,0,1,1,0,19799,1,0,2,1,2,2,13,3.38,64.2,1,103.70569
,2,123,1,43,0,1,2,0,1,19516,0,0,1,1,2,2,6,4.32,,0,299.83383
,3,106,0,13,0,0,2,1,0,19082,1,0,2,1,0,0,6,3.38,,0,138.80494
,2,106,,67,0,0,2,0,1,19394,2,0,2,0,1,2,6,2.61,169.6,2,438.30218
,2,69,,49,0,1,2,0,0,19564,2,0,1,1,1,2,6,2.74,112.0,2,305.19865
1,3,128,,49,2,1,2,0,1,18525,2,0,0,1,1,1,18,1.48,203.2,1,248.73593
1,,38,2,57,2,0,2,1,0,18686,0,0,1,2,1,1,18,2.54,59.2,2,270.83225
1,2,74,,57,0,0,0,0,1,19497,0,0,1,2,2,2,6,4.91,,2,243.21791
1,1,24,2,56,0,0,2,1,1,18808,3,0,0,1,1,1,6,1.75,38.4,1,98.25825
,3,109,,57,0,0,2,0,1,18625,1,0,0,1,1,2,6,3.16,,1,198.86066
2,2,95,0,37,0,1,0,0,1,19731,1,0,0,0,1,2,6,1.62,95.0,2,156.45879
,2,122,1,23,0,1,0,0,1,19232,3,0,0,1,2,1,6,2.19,121.0,2,287.8237
1,1,78,1,56,0,0,0,0,0,18315,,0,2,0,0,1,6,1.51,78.0,1,89.2513
1,,23,0,,,0,2,0,0,18702,3,0,2,0,1,1,13,3.04,36.8,0,61.92446
,2,83,0,70,2,0,0,0,1,18491,1,0,0,0,0,1,18,2.66,,0,110.94256
1,1,21,0,45,0,0,0,1,1,19763,2,0,2,1,1,0,6,2.65,,0,74.33539
2,,127,0,60,1,0,1,1,0,19011,2,0,1,2,1,2,13,2.89,76.8,2,148.41582
1,3,140,,43,0,0,0,1,1,18361,3,0,0,2,1,1,6,2.46,140.0,1,204.15507
2,,99,,58,3,0,1,1,1,19794,0,0,2,1,2,0,30,4.89,,0,387.25592
,1,120,1,38,0,0,0,0,1,18513,3,0,1,1,0,0,6,3.3,120.0,2,262.25759
1,2,64,2,53,0,0,1,0,0,19194,1,0,2,1,0,0,6,3.12,38.4,2,224.47509
,2,116,,,0,,1,0,0,18576,0,0,1,2,1,0,6,1.36,,0,215.52602
1,1,75,2,,2,1,2,0,0,19198,0,0,2,0,0,0,18,3.65,120.0,1,184.88418
2,1,96,0,35,2,1,2,1,1,19267,0,0,2,1,1,2,18,2.04,152.0,2,207.61833
2,2,117,0,35,0,0,2,1,1,19267,0,0,2,0,2,2,6,3.54,,0,176.95716
,2,66,,48,1,0,2,0,1,18482,2,0,1,2,1,2,13,2.44,,2,362.60975
1,,73,2,61,0,0,1,0,1,19253,0,0,0,0,1,0,6,3.94,45.0,1,119.37698
1,3,124,2,45,,0,0,0,1,18329,3,0,1,1,2,1,6,2.87,,2,388.23637
1,1,50,0,69,2,0,0,1,1,19168,3,0,2,2,0,1,18,2.56,50.0,2,143.14671
1,,46,0,39,0,1,1,1,1,18518,3,0,1,1,2,1,6,3.02,27.6,1,54.14585
1,1,66,0,,1,0,1,0,1,19058,2,0,2,0,1,2,13,1.63,39.6,2,126.37749
,1,74,1,69,0,0,1,1,0,19402,0,0,1,1,2,1,6,2.65,,2,182.69432
2,2,60,2,28,0,0,1,1,0,18739,0,0,1,2,1,1,6,1.3,,0,195.30491
2,1,74,2,61,,0,2,0,0,19695,2,0,2,0,1,0,18,1.19,,0,270.64079
,,44,2,47,2,0,2,0,1,19351,0,0,0,2,2,2,18,4.7,73.6,2,356.032
1,3,114,,71,0,0,0,0,1,19188,0,0,0,2,0,0,6,4.02,111.0,2,152.99477
1,3,117,0,40,,0,2,0,1,18591,3,0,2,0,2,1,6,3.14,,0,159.37873
,1,57,1,56,0,1,2,0,0,18508,0,0,2,0,2,2,6,4.25,,1,100.78649
2,1,65,2,62,2,0,2,0,1,18627,1,0,1,1,2,2,18,3.31,,1,235.793
2,2,66,0,0,3,0,0,1,1,19280,0,0,1,1,0,1,30,4.63,,2,184.94654
,,100,2,13,0,1,1,1,1,18984,0,0,1,2,1,1,6,1.2,60.6,2,379.59629
,1,37,2,46,0,1,1,0,0,18344,3,0,2,1,0,0,6,2.96,,2,180.89956
,,139,1,68,0,0,2,0,1,19466,3,0,0,0,0,1,6,3.61,220.8,0,304.82575
,2,96,1,55,,0,2,0,0,19586,3,0,2,1,1,1,18,1.53,,1,192.62001
,2,82,0,25,,1,0,0,1,18998,3,0,0,2,2,1,6,2.14,82.0,1,85.17434
2,2,67,0,57,,0,0,1,0,18376,2,0,1,0,2,2,6,2.66,,2,112.07211
1,2,89,,37,0,0,2,0,0,19747,0,0,1,2,0,2,6,4.52,142.4,0,280.15361
1,1,61,,44,0,0,1,1,1,19029,0,0,2,1,1,1,6,1.88,36.0,2,289.75282
,,72,0,41,1,0,2,0,1,19561,1,0,1,1,2,0,13,2.79,113.6,0,135.53767
2,2,86,,57,1,0,0,1,1,19003,1,0,2,1,0,1,13,2.14,,0,129.49421
1,,53,,22,0,0,0,1,1,18298,1,0,1,2,0,1,6,1.78,52.0,0,214.66588
,2,134,2,28,0,0,1,1,1,18701,0,0,0,0,1,0,6,2.85,81.0,1,224.73779
1,1,49,1,7,0,0,2,1,1,18730,3,0,2,2,2,2,6,1.89,78.4,0,197.932
1,1,95,1,,0,,0,0,1,18908,3,0,2,1,0,1,6,2.24,,0,178.29389
,1,120,1,29,0,0,1,0,1,19306,1,0,2,1,1,2,6,2.71,,0,217.6485
1,,18,2,33,2,0,1,0,1,18899,3,0,1,0,0,1,18,1.74,,1,107.22524
,1,23,1,25,0,0,2,0,1,19093,1,0,1,0,0,1,6,1.93,,1,59.36197
1,,67,2,38,0,0,2,0,1,19032,3,0,0,0,0,2,6,1.32,107.2,2,315.61711
1,3,105,0,41,0,0,0,1,0,19053,1,0,2,1,1,0,6,3.08,105.0,2,138.48531
2,,93,2,56,2,0,2,0,1,19484,1,0,1,1,0,2,18,3.38,,0,372.50135
3,3,108,2,57,,0,2,0,1,19802,0,0,1,1,1,0,6,4.21,169.6,1,293.23744
,5,140,1,39,0,0,0,1,1,19711,0,0,0,2,2,2,6,3.25,,2,366.54242
,,106,0,47,1,0,1,1,1,18922,0,0,2,1,0,1,13,3.5,64.2,1,105.50857
1,,73,1,,0,0,0,1,1,18871,3,0,0,2,1,1,6,2.68,72.0,2,218.00458
1,1,29,2,50,2,1,2,1,1,18361,3,0,0,2,2,1,18,2.33,48.0,1,169.95885
,1,95,2,56,0,0,2,1,1,19671,2,0,1,2,2,2,6,2.89,152.0,1,290.44639
,,138,1,8,0,0,1,1,1,18374,0,0,0,2,2,0,6,3.76,,0,234.9889
1,1,59,2,61,2,0,1,1,1,19422,0,0,1,1,2,1,18,3.44,,1,191.80679
,1,77,0,55,3,0,2,0,1,19213,0,0,1,1,1,2,30,4.59,,2,195.20114
1,,,0,,0,0,1,0,1,18352,0,0,0,0,1,1,6,3.9,52.2,2,113.91137
,,136,2,,2,0,1,0,0,18540,3,0,0,2,1,2,18,3.31,81.0,2,371.3967
1,1,90,2,48,0,0,2,1,1,18471,2,0,1,2,1,2,6,1.97,,1,254.27683
,,133,1,47,2,1,0,1,1,19328,3,0,2,0,1,0,18,2.96,132.0,1,254.76061
1,1,37,0,51,0,,2,0,1,18269,2,0,1,0,2,1,6,1.9,,1,47.92356
,,90,,35,,0,2,0,1,19538,1,0,1,2,1,1,18,1.72,,2,321.44973
1,1,26,0,53,0,0,0,0,1,18627,1,0,1,1,2,1,6,2.45,,0,68.82897
1,1,98,1,65,3,0,1,0,1,18385,3,0,2,1,2,2,30,2.68,58.2,0,239.32018
1,,35,0,51,,0,2,1,0,19255,0,0,1,1,1,1,6,1.24,,0,74.70463
1,,22,0,43,2,0,2,0,1,19748,3,0,1,1,1,1,18,3.18,35.2,0,95.10928
3,,,2,46,0,0,1,1,1,19305,2,0,2,2,0,2,6,1.29,,1,251.9549
1,,50,1,42,0,1,2,1,0,19315,0,0,1,0,1,2,6,2.87,78.4,0,143.47129
2,1,,1,48,0,1,2,0,1,19002,1,0,2,0,1,2,6,3.44,155.2,2,287.15197
1,,,,34,1,0,1,0,1,19477,2,0,1,0,1,1,13,1.87,,1,90.84932
,2,118,,10,3,0,0,1,1,18580,2,0,1,1,2,1,30,2.51,,0,187.26617
2,1,128,0,,0,1,1,0,1,19338,0,0,1,1,1,1,6,2.48,,0,119.64812
2,4,140,1,14,0,0,1,0,1,19006,0,0,1,1,2,2,6,2.97,84.0,2,300.77182
2,,105,,50,,1,2,1,1,18470,2,0,1,0,2,1,30,2.4,168.0,0,444.56516
,1,45,,22,2,0,1,1,1,18776,2,0,1,2,2,0,18,1.55,27.0,0,107.59629
,2,129,1,44,0,0,2,0,0,19051,2,0,1,1,2,0,6,2.55,,0,233.69066
1,1,24,2,31,1,0,2,0,0,19363,3,0,1,1,0,1,13,3.11,40.0,0,164.43206
3,,146,,48,0,,2,1,1,18560,0,0,1,0,1,2,6,2.1,,2,513.093
1,1,40,,33,,0,0,0,1,19289,2,0,0,1,1,2,6,1.5,37.0,2,184.18116
1,,92,2,24,,0,1,0,1,19609,3,0,0,0,2,1,6,3.09,,0,254.21612
1,,60,,56,0,,2,1,1,19146,3,0,2,1,1,2,6,3.24,,2,244.39031
1,2,96,2,,0,1,0,1,0,18973,1,0,0,1,2,1,6,2.72,96.0,2,292.6281
,1,71,0,57,0,0,2,0,1,18541,3,0,1,1,1,1,6,1.97,,1,79.00172
1,1,43,0,50,2,,2,0,1,18389,3,0,1,1,2,0,18,2.38,,1,74.75105
,1,22,1,29,,0,2,1,1,18622,3,0,2,2,1,1,18,3.51,,0,173.4144
3,2,122,0,48,0,0,1,0,1,18265,2,0,1,2,1,1,6,2.27,72.6,0,121.12918
,,89,,58,2,0,2,0,0,18267,2,0,1,1,1,0,18,3.01,,2,336.21717
,,54,0,36,0,,0,0,1,18809,0,0,0,2,1,1,6,3.12,,2,118.47669
3,,116,1,67,2,1,2,1,1,19794,2,0,0,1,1,0,18,2.51,185.6,0,308.02406
,,133,2,45,2,0,0,0,1,18671,3,0,2,1,1,2,18,1.55,,0,390.4694
1,1,46,0,56,0,0,2,1,0,18683,0,0,1,1,1,1,6,4.29,72.0,1,52.52757
,1,72,,38,2,0,0,0,1,18950,1,0,2,2,1,1,18,1.75,,0,215.52463
1,,26,1,39,2,0,2,1,1,18596,1,0,1,0,1,0,18,2.46,,0,152.21845
,4,145,1,54,0,0,0,0,0,19060,0,0,1,1,1,1,6,4.76,,0,220.36385
,1,99,,56,0,0,2,1,0,19464,3,0,1,0,1,2,6,1.87,,1,96.47249
2,1,60,,56,0,1,1,0,1,18961,1,0,1,2,2,0,6,2.46,,2,196.17191
,1,24,1,30,0,0,2,1,1,18849,3,0,0,2,1,2,6,2.45,,0,139.55517
1,,29,0,33,0,0,2,0,0,19214,0,0,1,1,1,0,6,2.4,44.8,2,88.13581
,,85,,48,0,0,1,0,1,19420,2,0,1,0,1,2,6,2.92,,2,304.29445
1,1,40,0,12,2,0,0,1,1,19354,2,0,1,1,1,1,18,2.66,40.0,1,81.75812
,,23,1,68,0,0,0,0,0,19203,1,0,2,2,1,1,6,1.54,22.0,0,95.59587
1,2,96,0,56,0,1,0,0,1,19712,0,0,2,1,1,1,6,2.98,97.0,2,158.91664
,1,,0,49,3,0,0,0,1,18466,1,0,2,0,1,1,30,3.46,,2,133.81882
1,1,83,0,36,0,0,2,0,1,18544,2,0,1,0,2,0,6,1.38,,0,119.33337
1,1,29,1,65,0,0,2,1,0,19290,2,0,1,0,2,1,6,1.03,48.0,1,70.19246
,2,125,2,45,0,1,0,1,1,18725,0,0,2,0,2,1,6,3.19,,2,417.27371
,,139,0,,0,1,1,0,1,19479,0,0,2,1,1,1,6,1.77,,2,167.14779
3,,133,1,58,1,0,2,1,1,18442,3,0,1,1,2,1,13,1.95,,0,317.98808
1,,47,1,18,1,0,2,1,1,18969,0,0,1,0,1,1,13,4.92,75.2,1,133.11111
,,53,2,65,0,0,1,1,1,18282,2,0,2,1,2,2,6,2.64,30.6,0,204.28201
1,1,51,2,38,0,1,0,0,1,19133,2,0,2,1,2,2,6,2.96,,2,299.41969
,,52,1,38,0,0,2,1,1,19482,2,0,1,0,0,1,6,1.9,,1,116.57451
,1,29,1,43,0,0,2,1,1,18357,3,0,1,2,2,2,6,1.96,46.4,2,197.53328
2,1,98,2,46,2,1,1,1,0,19745,0,0,1,1,1,1,18,2.93,58.8,0,272.95012
2,1,87,0,55,2,1,2,0,1,19544,0,0,1,1,1,0,18,2.17,,1,118.3736
,,93,2,66,,0,1,0,1,19323,0,0,0,1,1,0,6,2.2,55.8,2,296.68559
1,2,83,1,33,,,2,0,0,19703,3,0,0,1,0,0,6,2.7,136.0,2,219.33793
3,,,1,23,0,0,2,0,1,18702,3,0,0,0,0,2,6,2.55,161.6,2,282.78057
,3,131,,32,1,0,2,0,1,19224,1,0,2,1,0,1,13,2.37,209.6,0,464.04369
1,1,116,1,56,0,0,2,0,1,18419,3,0,2,0,2,1,6,2.93,184.0,0,246.25371
,,71,1,67,0,0,1,0,1,19698,1,0,1,1,1,1,6,2.42,42.0,2,211.36132
3,,141,0,,0,1,1,1,1,18824,2,0,2,1,1,1,6,2.54,84.0,0,136.69641
5,2,132,2,22,0,0,1,0,1,18528,0,0,0,1,2,1,6,1.82,,1,246.71194
1,1,25,2,50,,0,1,1,1,19805,0,0,1,2,1,0,6,2.78,15.0,1,96.36782
4,,135,2,44,1,0,2,0,1,19552,0,0,2,1,1,1,13,4.07,,0,475.4446
2,1,143,2,41,0,0,2,0,1,19216,1,0,2,2,1,0,6,2.13,230.4,1,365.07845
2,3,103,1,52,0,0,1,0,1,19493,0,0,1,1,1,2,6,1.36,,2,255.39242
,2,144,,42,,0,1,0,1,19249,0,0,0,1,1,2,18,4.93,,2,453.68752
,,42,0,45,,1,2,0,0,18582,0,0,2,0,1,1,6,3.95,,1,46.24852
3,1,123,1,35,1,0,2,1,0,18808,2,0,2,1,2,2,13,2.6,196.8,0,266.47092
2,1,71,,56,0,0,1,0,0,19655,1,0,1,1,0,1,6,1.53,42.6,0,175.46508
2,3,116,1,70,3,0,2,0,0,19237,1,0,0,1,0,1,30,1.69,,2,311.32293
,2,74,2,,3,0,2,0,1,19169,0,0,1,1,0,1,30,3.45,118.4,2,423.23177
1,1,35,1,38,,0,2,0,1,19555,2,1,0,0,0,2,6,1.1,57.6,2,188.49035
,,140,2,28,,0,1,0,1,19399,2,0,0,1,2,1,30,2.24,,1,343.83342
,5,134,0,45,3,0,0,1,1,19075,0,0,2,0,0,1,30,3.97,,0,197.57396
1,2,65,0,31,0,1,2,0,0,19752,0,0,0,2,0,0,6,2.66,,0,91.36751
,,39,2,70,,0,2,0,0,18320,2,0,2,1,0,1,6,2.3,60.8,0,148.09447
,,20,2,33,0,0,0,0,0,18572,0,0,0,1,2,2,6,2.37,,2,189.19737
1,1,31,0,49,0,0,0,0,1,18371,3,0,2,1,1,1,6,2.11,,0,71.46134
,,65,0,21,0,0,2,1,0,18625,2,0,1,1,2,2,6,1.09,,2,129.10162
,1,,1,43,0,0,2,0,0,19266,0,0,0,0,2,2,6,3.39,65.6,2,166.75554
1,1,,0,54,0,0,1,0,1,18497,0,0,0,2,0,0,6,1.43,,2,89.37498
1,,36,1,,0,1,0,0,1,19134,0,0,1,2,1,2,6,4.6,35.0,0,126.39767
,3,,,34,0,0,2,1,0,19707,0,0,1,1,2,2,6,1.85,,1,132.92976
,,111,0,56,3,0,1,1,1,19253,3,0,1,1,0,1,30,1.81,65.4,1,130.58184
,1,85,2,7,0,0,0,0,1,18286,0,0,0,1,1,1,6,3.71,,0,251.71002
1,,52,0,32,0,0,1,0,1,18804,2,0,0,2,1,2,6,2.13,31.2,1,52.82677
1,,58,1,40,2,0,2,0,1,18591,2,0,2,0,2,2,18,1.38,94.4,1,162.5004
1,2,142,1,56,0,1,0,1,1,18512,3,0,0,1,2,2,6,3.77,,0,254.6641
,1,60,2,62,3,0,2,1,1,18484,2,0,2,1,2,2,30,1.13,94.4,0,352.29032
1,1,20,,57,1,0,2,1,1,19180,,0,1,1,1,1,13,4.28,,2,195.40573
3,,148,2,26,0,0,1,1,0,19398,1,0,2,0,2,0,6,3.35,89.4,0,315.56099
